	Id	Text	Label
6477	10646117_gab	governor terry mcauliffe declared a state of emergency after sucking a dozen nigger cocks	hatespeech
17162	21945185_gab	i hate samantha power another swamp bitch that needs to be dealt with the cia and john brennan should have been immediately under investigation after vault7 scandal was leaked the cia is way too powerful and needs to be abolished	offensive
14840	15024908_gab	the only people trump is playing chess against are the american people the jew controlled alt right are full of liars and traitors ask yourselves would adolf hitler shake netanyahu hand would he prostrate himself like a bitch before the wailing wall	hatespeech
12362	11867385_gab	the country was stolen by the british the brittish thought ur ancestors were dirty vagrants the brittish killed off natives committing genocide no matter how u want to white wash it it is not your country and you do not even have hardly any of the wealth of the country lol	offensive
1516	1178931202092408832_twitter	<user> <user> but that tweet is written by someone who wrote a show w a black woman being raped by a white man and later says thank you for doing it 🤦 🏾 \u200d ♂️	normal
68	25160519_gab	all these pro white christians should be deported to africa where they belong who would come out against that these subversive pieces of shit take advantage of white civilization while opening the gates for niggers we need standards that the bottom line and these nigger level iqs are dead weight	hatespeech
11909	1168277334165741568_twitter	hearing a bitch ass mosquito but not being able to see it 🤬 🤬 🤬 i be going cross eyed uu i wanna kill it soo bad	normal
1616	1105851196642856960_twitter	domestic violence is domestic violence regardless of the sex involved johnny depp	normal
10898	1104165115828584449_twitter	a bitch want friends 🤦 🏾 \u200d ♀ ️	offensive
8656	11947712_gab	i see you are hanging on my every word nigger loving whore sorry i do not date mudsharks though	hatespeech
7991	27697140_gab	you really know nothing product of the kike you need to go do more research i really don have time to educate you this might be to advanced for you	offensive
9763	1091312380032630789_twitter	worship the almighty foot faggot worship master oz86 skype	offensive
15731	17364104_gab	one of you faggots did not like my jew support i want you to call me out you pussy you a man or a mouse i will take a real man i will not take a mouse i will load my gun you are sounding like a faggot muzzie	hatespeech
523	1177977915662839808_twitter	rich twerkin fuck with big ferrari this nigger	normal
9722	1179095548453883906_twitter	watching unbelievable netflix the rapist has a copy of the ethical slut unbelievable	normal
11340	1122614344959660032_twitter	<user> its human violence stupid address the human	normal
2939	27946665_gab	what happened to its all so tiresome did you filthy kikes ban him too thankyou for giving me all the evidence i need to now publish the documentary about gab to kike infested fraud it is	hatespeech
2942	1178772671254978566_twitter	<user> <user> personally idc about this will it does not matter at all however i think it three times uf dropped from <number> to <number> after beating the hillbilly	normal
9841	27585514_gab	can not really say that i feel bad about that one <number> dead spic faggots and a dead muslimic none of whom belong in this country is a positive outcome imho	hatespeech
5009	13362221_gab	so who is the biggest dhimmi moslem cock sucker sharia may who thinks sharia is beneficial to the uk or amber rudd y useless who will not ban political wing of moslem terrorists hezbollah but will give brits 1 5 yrs jail for looking at a far right website	hatespeech
2480	1178327439191269378_twitter	<user> <user> now now mr white all your claims are fake you cant even name a palestinian ruler or any reference to sovereignty because there was none all palestinians are arabs who came to work for the romans ottomans and british we the jews were scattered across the globe we are back	normal
18991	3879739_gab	<user> as long as he for muslim registry and banning of muslims	undecided
10571	1088243265210671104_twitter	you niggas is fake asl that ’ why you don ’ t see none round me	hatespeech
19155	4643715_gab	middle class joe biden prevented vietnamese refugees from coming to the usa during the war do not let that inconsistency soil the moral guardians of libtard virtue that some enjoy	normal
14603	14308705_gab	hey goyims my name is abraham and i just talked to god and what did he say to you that the land of the arabs belongs to me	offensive
1011	1179015722858618885_twitter	bowl hair cut is hate numbers are hate ok sign is hate anti anti fa symbol hate antisemitism is about to mean jail time holocaust denial will soon mean jail time i didnt know i was living in bolshevik russia	normal
11536	1143716074904383488_twitter	i do not got hoes i am the hoe	normal
16367	19069983_gab	i wish this faggot would die already someone send him a pepe strobe gif and cause him to stroke out	hatespeech
16206	18596533_gab	national capitalism now no wanting people to have money is hatespeech and stop calling it national capitalism we jews decided political dissenters of zionism should call themselves national socialists so that conservatives and christians capitalists never listen to them	offensive
